last_name, first_name,player_id,year,pa,bip,ba,est_ba,est_ba_minus_ba_diff,slg,est_slg,est_slg_minus_slg_diff,woba,est_woba,est_woba_minus_woba_diff
Murphy, Sean,669221,2020,64,36,.226,.228,-.002,.396,.431,-.035,.331,.347,-.016
Bichette, Bo,666182,2020,64,50,.361,.353,.008,.672,.724,-.052,.433,.452,-.019
Wendle, Joey,621563,2020,63,48,.281,.281,.000,.456,.438,.018,.342,.345,-.003
Calhoun, Willie,641432,2020,63,51,.172,.222,-.050,.224,.329,-.105,.187,.266,-.079
Shaw, Travis,543768,2020,63,35,.250,.294,-.044,.429,.538,-.109,.326,.386,-.060
Garcia, Leury,544725,2020,63,50,.271,.255,.016,.441,.449,-.008,.321,.321,.000
Castro, Starlin,516770,2020,63,47,.267,.249,.018,.450,.408,.042,.315,.300,.015
Dickerson, Corey,572816,2020,62,47,.211,.215,-.004,.298,.331,-.033,.252,.271,-.019
Gimenez, Andres,665926,2020,62,49,.254,.240,.014,.339,.318,.021,.271,.264,.007
Belt, Brandon,474832,2020,62,35,.218,.244,-.026,.418,.512,-.094,.309,.354,-.045
Sandoval, Pablo,467055,2020,61,44,.204,.282,-.078,.278,.439,-.161,.248,.342,-.094
Garver, Mitch,641598,2020,61,29,.154,.182,-.028,.212,.271,-.059,.223,.254,-.031
Hosmer, Eric,543333,2020,61,47,.250,.290,-.040,.554,.637,-.083,.355,.406,-.051
Kemp, Matt,461314,2020,61,39,.264,.195,.069,.415,.343,.072,.331,.283,.048
Davis, Khris,501981,2020,60,36,.173,.248,-.075,.269,.442,-.173,.253,.344,-.091
Gamel, Ben,592325,2020,60,33,.158,.244,-.086,.333,.398,-.065,.223,.290,-.067
d'Arnaud, Travis,518595,2020,60,40,.321,.321,.000,.571,.587,-.016,.378,.387,-.009
O'Hearn, Ryan,656811,2020,60,35,.245,.195,.050,.340,.295,.045,.286,.266,.020
Valaika, Pat,642162,2020,59,47,.218,.325,-.107,.382,.568,-.186,.278,.399,-.121
Iglesias, Jose,578428,2020,58,48,.400,.424,-.024,.564,.556,.008,.408,.429,-.021
Kemp, Tony,643393,2020,58,35,.239,.248,-.009,.261,.347,-.086,.307,.339,-.032
Berti, Jon,542932,2020,58,34,.235,.246,-.011,.275,.315,-.040,.276,.299,-.023
Romine, Austin,519222,2020,58,43,.316,.282,.034,.474,.417,.057,.337,.306,.031
Moreland, Mitch,519048,2020,58,38,.360,.304,.056,.840,.747,.093,.510,.459,.051
Slater, Austin,596103,2020,58,36,.347,.341,.006,.653,.598,.055,.454,.439,.015
Zunino, Mike,572287,2020,58,27,.118,.105,.013,.373,.285,.088,.254,.223,.031
Wolters, Tony,547172,2020,58,42,.200,.271,-.071,.236,.350,-.114,.196,.274,-.078
Kingery, Scott,664068,2020,58,40,.111,.201,-.090,.111,.290,-.179,.138,.249,-.111
Arcia, Orlando,606115,2020,58,48,.278,.315,-.037,.407,.450,-.043,.314,.355,-.041
Caratini, Victor,605170,2020,57,38,.275,.211,.064,.333,.295,.038,.305,.269,.036
Tauchman, Mike,643565,2020,57,35,.333,.277,.056,.431,.346,.085,.363,.318,.045
Cervelli, Francisco,465041,2020,57,36,.250,.271,-.021,.479,.492,-.013,.361,.376,-.015
Bote, David,623520,2020,57,32,.220,.268,-.048,.420,.487,-.067,.316,.362,-.046
Tapia, Raimel,606132,2020,56,37,.311,.270,.041,.378,.353,.025,.353,.334,.019
Stewart, Christin,621514,2020,56,33,.160,.174,-.014,.260,.351,-.091,.222,.259,-.037
Soto, Juan,665742,2020,56,43,.417,.394,.023,.938,.933,.005,.566,.560,.006
Chavis, Michael,656308,2020,56,29,.245,.222,.023,.453,.361,.092,.307,.271,.036
Hoerner, Nico,663538,2020,56,39,.204,.276,-.072,.245,.390,-.145,.242,.327,-.085
Bruce, Jay,457803,2020,55,39,.231,.261,-.030,.596,.592,.004,.348,.366,-.018
Goldschmidt, Paul,502671,2020,55,36,.333,.303,.030,.489,.494,-.005,.408,.400,.008
Narvaez, Omar,553882,2020,55,31,.130,.202,-.072,.152,.287,-.135,.215,.291,-.076
Stanton, Giancarlo,519317,2020,54,30,.293,.346,-.053,.585,.641,-.056,.430,.475,-.045
Kendrick, Howie,435062,2020,54,42,.300,.331,-.031,.380,.498,-.118,.291,.356,-.065
Edman, Tommy,669242,2020,54,37,.224,.221,.003,.367,.322,.045,.287,.278,.009
Senzel, Nick,669222,2020,53,36,.244,.288,-.044,.489,.516,-.027,.338,.372,-.034
Thames, Eric,519346,2020,53,35,.204,.261,-.057,.306,.431,-.125,.251,.322,-.071
Gonzalez, Erik,570481,2020,52,42,.308,.329,-.021,.481,.655,-.174,.328,.409,-.081
Cron, C.J.,543068,2020,52,26,.190,.209,-.019,.548,.528,.020,.369,.376,-.007
Stallings, Jacob,607732,2020,52,34,.289,.204,.085,.333,.271,.062,.317,.263,.054
Wong, Kolten,543939,2020,51,34,.244,.224,.020,.311,.315,-.004,.289,.288,.001
Suzuki, Kurt,435559,2020,50,39,.250,.233,.017,.364,.306,.058,.283,.285,-.002
Carpenter, Matt,572761,2020,50,30,.222,.222,.000,.333,.472,-.139,.279,.330,-.051
Kieboom, Carter,666198,2020,49,24,.250,.180,.070,.250,.231,.019,.291,.263,.028
Polanco, Gregory,570256,2020,49,22,.070,.164,-.094,.233,.316,-.083,.174,.245,-.071
Dyson, Jarrod,502481,2020,48,36,.133,.197,-.064,.133,.234,-.101,.152,.222,-.070
Quinn, Roman,596451,2020,47,34,.261,.257,.004,.435,.349,.086,.296,.270,.026
O'Neill, Tyler,641933,2020,46,31,.200,.238,-.038,.475,.512,-.037,.327,.361,-.034
Evans, Phillip,595943,2020,45,32,.359,.281,.078,.487,.398,.089,.403,.344,.059
Joyce, Matt,459964,2020,41,24,.257,.262,-.005,.314,.397,-.083,.309,.342,-.033
Fowler, Dexter,451594,2020,39,26,.278,.207,.071,.444,.358,.086,.332,.272,.060
Alvarez, Eddy,657193,2020,38,21,.206,.166,.040,.235,.208,.027,.243,.222,.021
Carlson, Dylan,666185,2020,33,22,.129,.254,-.125,.161,.481,-.320,.158,.329,-.171
